start_time	end_time	label
34.1905	34.580400000000004	BG
34.560300000000005	35.0102	Shoe
34.810199999999995	34.9801	Shoe
35.7796	36.0095	Shoe
36.1494	36.2994	Sponge
36.359300000000005	37.329	BG
36.919	37.0889	Sponge
37.0289	37.6787	BG
37.3687	37.5986	BG
37.5486	37.9585	Shoe
37.9384	38.5882	Shoe
38.288199999999996	39.917699999999996	Shoe
39.1277	40.0574	Sponge
39.647400000000005	40.157300000000006	Shoe
39.9972	41.4868	Shoe
40.8067	41.3166	Sponge
41.0866	41.4365	Sponge
41.2965	43.264900000000004	Shoe
42.6057	42.735699999999994	Sponge
42.785599999999995	43.0155	Shoe
42.9155	43.0455	Shoe
43.0255	43.895199999999996	Shoe
43.5252	43.7151	Shoe
43.6351	43.965	Sponge
43.944900000000004	45.4146	Shoe
44.7045	45.334300000000006	Shoe
45.0643	45.9141	Shoe
45.534	45.8639	Shoe
45.8239	46.213800000000006	BG
46.043800000000005	46.9735	Shoe
46.5335	47.1633	Shoe
47.1431	47.3731	Shoe
47.293	47.523	Shoe
47.5229	47.8928	BG
47.8227	48.0727	BG
48.3125	48.962300000000006	BG
48.6923	49.0621	Shoe
48.942099999999996	50.531699999999994	Sponge
49.791599999999995	49.9416	BG
49.9215	50.431400000000004	Shoe
50.2414	53.3895	Shoe
51.9104	52.780199999999994	BG
52.360099999999996	53.07	Shoe
52.73	53.299800000000005	BG
53.3296	53.4596	Sponge
53.4396	56.8276	Sponge
55.1686	56.0583	Shoe
55.6283	56.638	Shoe
56.168	56.4379	BG
56.377900000000004	57.6475	BG
57.0375	57.667300000000004	BG
57.377300000000005	57.927099999999996	Shoe
57.677099999999996	58.067	Sponge
57.927	58.5568	Sponge
58.256800000000005	58.8266	Shoe
58.5666	59.4564	Sponge
59.0264	60.5559	Shoe
59.8159	60.165800000000004	Sponge
60.015800000000006	60.2457	Sponge
60.1457	60.9155	Sponge
60.6155	62.1051	Shoe
61.405	61.9949	Shoe
61.8048	62.7145	Sponge
62.3245	63.534099999999995	Shoe
62.994099999999996	63.524	Shoe
63.4339	63.683800000000005	Sponge
63.573800000000006	64.2236	Shoe
63.9236	64.1735	Shoe
64.0635	64.6733	Shoe
64.3933	64.6033	Sponge
64.6332	64.9431	Shoe
65.1329	66.5625	BG
66.09230000000001	66.7422	Shoe
66.5721	66.882	BG
66.8119	68.3215	Shoe
67.5915	67.8414	Shoe
68.0312	69.1609	Shoe
68.7908	69.5806	BG
69.3105	69.5005	Sponge
69.5004	69.65039999999999	BG
69.6003	69.7303	Sponge
69.7103	70.5001	BG
70.15	71.0198	Shoe
70.6598	70.9697	Shoe
71.3594	71.58930000000001	Shoe
71.5692	72.379	BG
72.10889999999999	72.5188	BG
72.3288	72.7987	Shoe
72.60860000000001	72.79860000000001	Shoe
72.8385	73.2084	BG
73.1983	73.34819999999999	Sponge
73.2883	73.4782	Sponge
73.4182	74.148	Shoe
73.798	74.2478	BG
74.0678	74.2777	Shoe
74.18769999999999	74.9575	Shoe
74.5875	75.6972	Shoe
75.1672	75.917	Sponge
75.557	76.16680000000001	Sponge
75.9867	76.4966	Sponge
76.4065	76.6964	Sponge
76.61630000000001	77.866	Shoe
77.256	77.78580000000001	Sponge
77.5658	78.1756	BG
77.9256	78.9953	Sponge
78.5053	78.6352	Sponge
78.86510000000001	79.315	Sponge
79.11489999999999	79.5248	BG
79.3348	79.4648	Sponge
79.4248	79.7147	Shoe
79.66460000000001	81.31410000000001	Shoe
80.67410000000001	81.4438	Shoe
81.0738	81.6437	Shoe
81.42360000000001	81.6136	Shoe
81.7235	82.01339999999999	Shoe
82.1732	82.3432	Shoe
82.4131	82.743	Shoe
82.86280000000001	83.63260000000001	Sponge
83.4325	83.7224	Sponge
83.6224	84.0322	Shoe
83.84219999999999	84.1922	BG
84.39189999999999	85.2017	BG
84.8417	85.03160000000001	BG
85.1415	85.69139999999999	Shoe
85.4813	85.9312	Sponge
85.7612	86.75089999999999	Sponge
86.3508	86.5408	BG
86.5007	86.8107	Shoe
86.7106	87.0805	BG
86.9205	87.23039999999999	BG
87.1004	87.5703	Shoe
87.5301	87.76010000000001	BG
89.40910000000001	89.8189	Shoe
89.8388	90.0288	BG
90.0487	90.35860000000001	Shoe
90.2886	90.4185	BG
90.3785	90.6085	Shoe
90.57839999999999	91.3082	BG
91.0082	91.558	Sponge
91.338	92.40769999999999	Sponge
91.89760000000001	92.6475	BG
92.28739999999999	92.99719999999999	Sponge
92.7572	92.8871	BG
92.9071	93.7169	Shoe
93.6567	93.8866	BG
93.81660000000001	95.665	Sponge
94.856	95.24589999999999	Sponge
95.2058	95.3357	Sponge
95.43560000000001	95.8655	Sponge
95.6955	97.385	BG
96.565	96.735	BG
96.66489999999999	96.8749	BG
96.8348	97.1048	BG
96.9848	97.1347	BG
97.1447	97.2747	Sponge
97.25460000000001	98.1044	Shoe
98.0342	98.98389999999999	BG
98.59389999999999	98.9038	BG
98.8737	99.1036	Sponge
99.12360000000001	99.3335	BG
99.2435	99.43339999999999	Sponge
99.5033	99.8932	BG
99.7632	100.1331	BG
99.99310000000001	100.46289999999999	BG
100.6627	101.2525	Sponge
101.2123	102.442	Sponge
101.852	102.2419	Shoe
102.1318	102.80160000000001	Shoe
102.6415	102.7915	BG
102.7315	103.3013	Shoe
103.1213	103.4312	Sponge
103.37110000000001	104.0409	Shoe
103.87089999999999	104.0608	Shoe
104.1707	104.5206	Shoe
104.4305	104.6205	Shoe
104.54039999999999	104.79039999999999	Shoe
104.71039999999999	104.9003	Shoe
104.83030000000001	105.1002	Sponge
104.9902	105.5001	Sponge
105.32	106.0898	Sponge
105.7698	106.8195	Sponge
106.4993	107.0292	Shoe
106.82910000000001	108.1388	Shoe
107.50880000000001	107.93860000000001	Sponge
107.74860000000001	109.45819999999999	Sponge
108.6281	108.938	Sponge
108.868	109.14789999999999	BG
109.08789999999999	109.2778	Shoe
109.1978	109.7676	Shoe
109.5476	110.0575	Shoe
109.81739999999999	110.3673	Sponge
110.18719999999999	111.39689999999999	BG
110.8869	111.0168	Shoe
111.0468	111.19669999999999	Sponge
111.2566	111.7465	BG
111.8263	113.036	Sponge
112.4559	112.7259	Sponge
112.63589999999999	112.8458	Sponge
112.81569999999999	113.30560000000001	Shoe
113.1456	114.5152	BG
113.88510000000001	114.0751	Shoe
114.0051	114.215	Shoe
114.125	115.53460000000001	Shoe
114.9745	115.8643	Shoe
115.43430000000001	115.74419999999999	Shoe
115.7241	116.39389999999999	BG
116.1039	116.6537	Shoe
116.4037	116.55369999999999	BG
116.5036	117.0335	Shoe
116.90339999999999	117.33330000000001	Shoe
117.3032	117.4731	BG
117.48310000000001	117.673	Shoe
117.7829	118.2128	Sponge
118.3326	118.4826	Sponge
118.4925	119.1423	Shoe
118.8623	119.0323	Sink
118.9623	119.1522	Shoe
119.2021	119.452	Shoe
119.452	119.9218	Shoe
119.7818	119.9118	Shoe
119.90169999999999	120.1317	Shoe
120.3115	120.58139999999999	Shoe
120.47139999999999	120.7013	Shoe
120.60130000000001	121.1712	BG
120.9012	121.531	Shoe
121.5408	122.1906	Shoe
121.9905	122.1205	Sponge
122.0905	122.26039999999999	BG
122.23039999999999	122.44030000000001	Shoe
122.3503	123.73989999999999	Shoe
123.1199	123.38980000000001	Shoe
123.3997	123.6497	Shoe
123.56960000000001	123.81960000000001	Shoe
123.7595	124.0095	Shoe
124.0094	124.15939999999999	BG
124.1493	124.9191	Shoe
124.5591	124.869	BG
124.76889999999999	125.3388	Shoe
125.0987	127.0072	Shoe
126.0782	126.22810000000001	BG
126.3281	126.498	Shoe
126.488	126.6579	BG
126.7278	126.87780000000001	Sponge
126.8478	127.0977	BG
127.03760000000001	127.28760000000001	Shoe
127.2575	127.3875	Sponge
127.4174	127.7673	Sponge
127.68730000000001	128.27710000000002	Shoe
128.117	128.367	Sponge
128.277	129.66660000000002	Sponge
129.0565	129.3264	Shoe
129.2364	129.5663	Sponge
129.4263	130.356	BG
129.916	130.3059	Sponge
130.1359	130.3458	Shoe
130.2558	130.4458	Sponge
130.3658	130.5157	Shoe
130.4857	131.0555	BG
130.8355	131.00539999999998	Sponge
131.03539999999998	131.2453	Sponge
131.1753	131.3853	Sponge
131.32520000000002	131.67510000000001	Sponge
131.645	131.795	BG
131.9349	132.0848	BG
132.0648	132.7546	Sponge
132.49460000000002	132.7045	Sponge
132.6145	132.9244	BG
132.9143	133.0443	Sponge
133.01420000000002	133.5041	Shoe
133.514	133.6839	Sponge
133.8338	134.9235	Shoe
134.4934	135.22320000000002	BG
135.1431	135.293	BG
135.293	135.7628	Sponge
135.63279999999997	135.86270000000002	Sponge
136.0525	136.26239999999999	Sponge
136.1924	136.42239999999998	Shoe
136.3723	136.5223	Shoe
136.5223	136.7722	BG
136.6622	137.152	Sponge
137.012	137.2619	Shoe
137.1719	137.7417	Sponge
138.3912	138.5411	Shoe
138.4811	138.6711	Shoe
138.5911	139.061	Shoe
139.05079999999998	139.38070000000002	Shoe
139.6305	139.9604	Sponge
139.9803	140.21020000000001	Shoe
140.3201	140.47	Shoe
140.5	140.66989999999998	BG
140.7498	140.91979999999998	Shoe
140.96970000000002	141.11970000000002	BG
141.0697	141.4795	Shoe
141.6693	142.03920000000002	BG
141.9991	142.1891	BG
142.169	142.459	Shoe
142.4989	142.7088	BG
142.6488	143.2186	BG
142.9486	143.6384	BG
143.59820000000002	143.74820000000003	BG
143.68820000000002	143.8381	BG
143.7781	144.128	BG
147.426	147.696	BG
147.7659	148.19570000000002	Shoe
148.4455	148.6754	BG
148.6454	148.9553	BG
148.8253	149.2151	Sponge
149.1651	149.335	BG
149.315	150.2047	BG
149.81470000000002	150.3246	BG
150.3144	150.5444	BG
150.5743	151.10410000000002	BG
150.9241	151.5139	BG
151.4338	151.6237	BG
151.6436	151.7936	BG
151.8535	152.0835	Sponge
152.0334	152.1634	Sponge
152.14339999999999	152.2933	Shoe
152.34320000000002	152.6132	Sponge
152.50320000000002	153.4929	Sponge
153.0728	153.22279999999998	Sponge
153.27270000000001	154.4624	Sponge
154.0623	154.25220000000002	Sponge
154.18220000000002	154.3921	BG
154.542	155.2318	BG
154.90179999999998	155.2117	BG
155.86120000000003	156.1712	BG
156.0611	156.9109	Sponge
156.5109	156.7808	BG
157.1905	157.3205	Sink
157.3004	157.4304	Sink
157.44039999999998	157.63029999999998	Sponge
157.57029999999997	158.1601	BG
157.9001	158.15	Sponge
158.07	158.2399	Sponge
158.2899	158.41979999999998	BG
158.3798	158.7297	BG
158.5697	159.2395	Sponge
159.2693	159.63920000000002	BG
159.5991	159.849	BG
159.849	160.1189	BG
160.0289	160.83870000000002	Shoe
160.4786	160.64860000000002	Shoe
160.8584	161.0683	Shoe
161.1082	161.4981	Shoe
161.7779	162.5877	BG
162.2276	162.4775	BG
162.4675	163.0373	Sponge
162.96720000000002	164.1169	Shoe
164.0566	164.7464	Sponge
164.67620000000002	164.8862	BG
165.026	165.8758	BG
165.5757	165.7657	BG
165.9255	166.3953	BG
166.4952	166.8651	Sponge
166.70510000000002	166.895	Sponge
166.825	167.0549	BG
167.0049	168.1946	BG
167.9244	168.2543	BG
168.3741	168.824	BG
168.7439	168.9539	Shoe
168.8638	169.17370000000003	Shoe
169.08370000000002	169.2337	Shoe
169.24360000000001	169.4536	BG
169.4035	169.5935	BG
169.6334	169.7834	BG
169.9832	170.4331	BG
170.62279999999998	170.75279999999998	Sink
170.7328	170.9427	Sponge
170.8527	171.20260000000002	Shoe
171.2925	171.70229999999998	Sponge
171.7622	171.8922	Sponge
171.9821	172.5519	Sponge
172.3319	172.6018	BG
172.5118	173.1816	BG
172.8616	173.8313	Sponge
173.3713	173.9811	BG
173.6911	174.121	Sponge
173.99089999999998	174.30079999999998	BG
174.3907	174.54070000000002	BG
174.5806	174.7705	Sponge
174.7805	174.9304	Sponge
175.00029999999998	175.4702	BG
175.3801	175.5701	BG
175.5001	175.63	BG
175.62	176.16979999999998	BG
176.0497	176.17970000000003	Sponge
176.1397	176.58960000000002	BG
176.4195	176.5495	BG
176.5495	177.35920000000002	Sponge
176.9692	177.13920000000002	Sponge
177.09920000000002	177.709	BG
177.449	178.11860000000001	Sponge
178.0586	178.5085	BG
178.3484	178.6584	BG
178.54829999999998	178.97820000000002	BG
178.9481	179.09810000000002	BG
179.40779999999998	179.95770000000002	BG
179.7177	180.2275	Shoe
180.3073	180.61720000000003	Shoe
180.877	181.24689999999998	BG
181.08689999999999	181.3168	BG
181.35670000000002	181.4867	Shoe
181.5466	181.8365	BG
181.7265	182.31629999999998	BG
182.09629999999999	182.36620000000002	BG
182.4161	182.6061	BG
183.09570000000002	183.3257	Sponge
183.4356	183.5655	BG
183.6654	183.8354	BG
183.7654	184.2552	BG
184.1851	184.3951	Shoe
184.425	184.73489999999998	BG
184.6848	184.85479999999998	BG
186.9236	187.2535	Shoe
187.2134	187.6033	Shoe
187.46329999999998	187.6732	BG
188.1828	188.61270000000002	BG
188.5027	188.8126	BG
188.8225	189.0324	Shoe
189.56210000000002	189.692	BG
189.7919	190.1018	Shoe
190.17170000000002	190.76160000000002	BG
191.351	191.501	BG
191.441	193.2495	BG
192.3904	192.6204	Shoe
193.4598	193.5898	BG
193.61970000000002	194.0096	BG
194.63920000000002	194.7691	BG
194.72910000000002	194.8791	BG
194.909	195.3989	Shoe
195.42870000000002	195.61870000000002	Shoe
195.5986	195.8485	Shoe
196.0384	197.7879	Sponge
196.93789999999998	197.1078	BG
197.0478	197.85760000000002	BG
197.4776	198.6472	Shoe
198.08720000000002	198.877	BG
199.10660000000001	199.4165	Shoe
199.3565	199.7064	Sponge
199.5564	200.4461	BG
200.0761	201.1058	Shoe
200.61579999999998	200.8257	Shoe
203.0761	206.1058	Bottle
